time_ms,Omega_ctrl_Hz
0.24680000,-3661.90879209
0.24720000,-3661.68846260
0.24760000,-3661.34298265
0.24800000,-3660.87241722
0.24840000,-3660.27683528
0.24880000,-3659.55630981
0.24920000,-3658.71091775
0.24960000,-3657.74074005
0.25000000,-3656.64586164
0.25040000,-3655.42637142
0.25080000,-3654.08236226
0.25120000,-3652.61393102
0.25160000,-3651.02117849
0.25200000,-3649.30420946
0.25240000,-3647.46313263
0.25280000,-3645.49806067
0.25320000,-3643.40911020
0.25360000,-3641.19640176
0.25400000,-3638.86005983
0.25440000,-3636.40021281
0.25480000,-3633.81699303
0.25520000,-3631.11053673
0.25560000,-3628.28098404
0.25600000,-3625.32847902
0.25640000,-3622.25316960
0.25680000,-3619.05520760
0.25720000,-3615.73474875
0.25760000,-3612.29195261
0.25800000,-3608.72698264
0.25840000,-3605.04000615
0.25880000,-3601.23119430
0.25920000,-3597.30072209
0.25960000,-3593.24876838
0.26000000,-3589.07551583
0.26040000,-3584.78115095
0.26080000,-3580.36586404
0.26120000,-3575.82984923
0.26160000,-3571.17330444
0.26200000,-3566.39643136
0.26240000,-3561.49943549
0.26280000,-3556.48252609
0.26320000,-3551.34591618
0.26360000,-3546.08982255
0.26400000,-3540.71446572
0.26440000,-3535.22006996
0.26480000,-3529.60686327
0.26520000,-3523.87507735
0.26560000,-3518.02494763
0.26600000,-3512.05671323
0.26640000,-3505.97061696
0.26680000,-3499.76690532
0.26720000,-3493.44582847
0.26760000,-3487.00764024
0.26800000,-3480.45259809
0.26840000,-3473.78096315
0.26880000,-3466.99300017
0.26920000,-3460.08897749
0.26960000,-3453.06916711
0.27000000,-3445.93384458
0.27040000,-3438.68328906
0.27080000,-3431.31778330
0.27120000,-3423.83761358
0.27160000,-3416.24306975
0.27200000,-3408.53444522
0.27240000,-3400.71203689
0.27280000,-3392.77614523
0.27320000,-3384.72707417
0.27360000,-3376.56513116
0.27400000,-3368.29062713
0.27440000,-3359.90387648
0.27480000,-3351.40519706
0.27520000,-3342.79491019
0.27560000,-3334.07334061
0.27600000,-3325.24081646
0.27640000,-3316.29766934
0.27680000,-3307.24423420
0.27720000,-3298.08084939
0.27760000,-3288.80785664
0.27800000,-3279.42560103
0.27840000,-3269.93443098
0.27880000,-3260.33469823
0.27920000,-3250.62675787
0.27960000,-3240.81096827
0.28000000,-3230.88769110
0.28040000,-3220.85729129
0.28080000,-3210.72013705
0.28120000,-3200.47659984
0.28160000,-3190.12705434
0.28200000,-3179.67187845
0.28240000,-3169.11145331
0.28280000,-3158.44616320
0.28320000,-3147.67639561
0.28360000,-3136.80254119
0.28400000,-3125.82499374
